name,tweet,created_at,retweets,likes
Donald J. Trump,#PeaceOfficersMemorialDay and #PoliceWeek Proclamation:,2017-05-16 01:47:43,18321,72835
Adam Schiff,"Mr. President, the Russians hacked our election and interfered. No one disputes this now, but you. This is what is called ""fact"".",2017-03-20 12:04:52,18270,34233
Donald J. Trump,I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!,2017-04-22 21:49:10,18266,89719
Bernie Sanders,"Betsy DeVos must not become Secretary of Education. We must strengthen public education in America, not destroy it.",2017-02-02 22:34:57,18260,47369
Donald J. Trump,"HAPPY BIRTHDAY to our @FLOTUS, Melania!",2017-04-26 14:53:26,18258,85152
Nancy Pelosi,We are far past recusal. Jeff #Sessions lied under oath. Anything less than resignation or removal from office is unacceptable.,2017-03-02 13:52:55,18246,39490
Donald J. Trump,Watched Saturday Night Live hit job on me.Time to retire the boring and unfunny show. Alec Baldwin portrayal stinks. Media rigging election!,2016-10-16 11:14:00,18220,52244
Donald J. Trump,"Julian Assange said ""a 14 year old could have hacked Podesta"" - why was DNC so careless? Also said Russians did not give him the info!",2017-01-04 12:22:38,18206,61356
Senator Ted Cruz,Proud to introduce Muslim Brotherhood Terrorist Designation Act w @MarioDB. It's time to call the enemy by its name,2017-01-10 21:07:54,18193,16898
Donald J. Trump,Why isn't Hillary Clinton 50 points ahead? #DebateNight,2016-09-27 00:47:05,18182,33339
Donald J. Trump,"...to terrorism and airline flight safety. Humanitarian reasons, plus I want Russia to greatly step up their fight against ISIS &amp; terrorism.",2017-05-16 11:13:00,18179,77733
Donald J. Trump,"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",2017-03-03 02:38:48,18172,93636
Donald J. Trump,#RiyadhSummit #POTUSAbroad🇺🇸,2017-05-21 21:51:53,18164,62590
Donald J. Trump,Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,2016-07-10 12:02:02,18161,53687
Donald J. Trump,So many self-righteous hypocrites. Watch their poll numbers - and elections - go down!,2016-10-09 14:12:23,18130,49802
Rep. Keith Ellison,Anyone who supports a bill allowing ISPs to sell your browsing history ought to release their own browsing history first. It's only fair.,2017-03-28 21:51:16,18112,30985
Donald J. Trump,"Despite winning the second debate in a landslide (every poll), it is hard to do well when Paul Ryan and others give zero support!",2016-10-11 12:16:57,18104,57969
Elizabeth Warren,Throwing 24 million people off their health care to give billionaires a tax break is heartless &amp; irresponsible. We cannot pass #Trumpcare.,2017-03-13 21:23:51,18103,39199
Donald J. Trump,Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!,2017-01-08 16:46:07,18077,58574
Donald J. Trump,"Tremendous support (except for some Republican ""leadership""). Thank you.",2016-10-09 13:00:51,18023,56443
Donald J. Trump,"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media &amp; Dems, of historic proportion!",2017-03-31 11:04:32,18022,74973
Bernie Sanders,Taking on Trump will not be easy. We have to be smart about it and we have to stand together.,2017-02-02 00:24:17,18021,45678
Maxine Waters,Donald Trump should follow his FBI Director out the door #nocredibility,2017-05-10 00:35:48,18012,43974
Donald J. Trump,Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!,2016-12-13 11:57:35,18003,76842
Rep. Keith Ellison,"The Pell Grant program, which helps low-income students afford college loses $3.9 billion in funding.",2017-03-17 14:36:07,17999,9720
Bernie Sanders,I asked Trump's budget director a very simple question: Why do billionaires need tax breaks at the expense of working families?,2017-05-25 19:43:54,17986,34255
President Trump,"NO DREAM is too big, NO CHALLENGE is too great. Nothing we want for our future is BEYOND OUR REACH. #AmericaFirst🇺🇸",2017-01-23 04:03:44,17971,70330
Brian Schatz,Mr. Attorney General: You voted for that judge. And that island is called Oahu. It's my home. Have some respect.,2017-04-20 19:29:45,17969,39146
John Lewis,"The right to vote is precious, almost sacred. It is the most powerful nonviolent tool or instrument we have in a democratic society. Use it.",2016-11-08 14:25:20,17969,31147
Donald J. Trump,"Comey lost the confidence of almost everyone in Washington, Republican and Democrat alike. When things calm down, they will be thanking me!",2017-05-10 11:27:13,17959,75019
Donald J. Trump,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace &amp; save healthcare for ALL Americans.",2017-02-14 22:50:33,17957,88291
Donald J. Trump,"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",2017-02-04 23:37:59,17940,97979
Donald J. Trump,Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport! Tickets:,2017-02-15 19:45:16,17928,72525
Donald J. Trump,"Well, we all did it, together! I hope the ""MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!",2016-12-16 16:03:09,17920,69798
John Lewis,We honor Dr. King’s legacy through service to our community and adherence to the philosophy &amp; discipline of nonviolence #MLKDay #goodtrouble,2017-01-16 14:49:03,17917,40501
Donald J. Trump,"One by one we are keeping our promises - on the border, on energy, on jobs, on regulations. Big changes are happening!",2017-04-12 23:10:37,17898,95911
Donald J. Trump,"Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty.",2016-10-11 13:05:53,17866,43518
Donald J. Trump,DON'T LET HILLARY CLINTON DO IT AGAIN! #TrumpPence16,2016-08-05 23:53:53,17852,32023
Donald J. Trump,"Jeb Bush, George W and George H.W. all called to express their best wishes on the win. Very nice!",2016-11-13 15:23:28,17843,106347
Chris Murphy,This is unreal. Senate Republicans have ruled that any Democrat that criticizes Sessions' record will be stripped of the right to speak.,2017-02-08 02:08:30,17785,19273
Donald J. Trump,"I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!",2016-08-14 16:55:07,17767,51342
Donald J. Trump,We should tell China that we don't want the drone they stole back.- let them keep it!,2016-12-18 00:59:25,17755,64777
Donald J. Trump,"slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?",2016-12-23 21:23:00,17718,64937
Donald J. Trump,"Polls close, but can you believe I lost large numbers of women voters based on made up events THAT NEVER HAPPENED. Media rigging election!",2016-10-16 11:36:28,17706,48406
Donald J. Trump,'Trump administration seen as more truthful than news media',2017-02-08 22:07:18,17703,88344
Donald J. Trump,"I will be announcing my decision on Paris Accord, Thursday at 3:00 P.M. The White House Rose Garden. MAKE AMERICA GREAT AGAIN!",2017-06-01 01:05:17,17669,79971
Donald J. Trump,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends",2017-03-07 13:13:20,17661,79322
Donald J. Trump,"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",2017-01-11 12:13:40,17643,66600
Donald J. Trump,The Democrats want to shut government if we don't bail out Puerto Rico and give billions to their insurance companies for OCare failure. NO!,2017-04-27 11:30:20,17633,70586
Donald J. Trump,"Director Clapper reiterated what everybody, including the fake media already knows- there is ""no evidence"" of collusion w/ Russia and Trump.",2017-05-08 22:41:12,17632,67823
Donald J. Trump,"LAWFARE: ""Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute."" A disgraceful decision!",2017-02-10 13:15:27,17628,89665
Donald J. Trump,It is my opinion that many of the leaks coming out of the White House are fabricated lies made up by the #FakeNews media.,2017-05-28 12:33:03,17626,72251
Donald J. Trump,"Big increase in traffic into our country from certain areas, while our people are far more vulnerable, as we wait for what should be EASY D!",2017-02-08 17:41:09,17615,89002
Donald J. Trump,#MakeAmericaGreatAgain #6Days,2016-11-02 23:34:23,17613,36803
Donald J. Trump,Did Crooked Hillary help disgusting (check out sex tape and past) Alicia M become a U.S. citizen so she could use her in the debate?,2016-09-30 09:30:11,17607,35012
Donald J. Trump,The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!,2017-04-18 09:39:25,17606,72984
Donald J. Trump,"China has been taking out massive amounts of money &amp; wealth from the U.S. in totally one-sided trade, but won't help with North Korea. Nice!",2017-01-02 23:47:12,17604,64836
Adam Schiff,Thank you Mr. President. Your electoral college victory is surely a great comfort to Jewish Community Centers receiving bomb threats.,2017-02-15 21:13:23,17584,29722
Bernie Sanders,I think Sen. McConnell owes @SenWarren an apology. It's outrageous she was denied the right to voice her concerns about Jeff Sessions.,2017-02-08 16:03:35,17575,61750
Donald J. Trump,...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....,2017-03-03 02:27:29,17551,90755
Donald J. Trump,"If my people said the things about me that Podesta &amp; Hillary's people said about her, I would fire them out of self respect. ""Bad instincts""",2016-10-28 15:53:19,17550,48322
Bernie Sanders,"The attacks on abortion rights that we see now would not be happening if 80 percent of the U.S. Senate were women, not men.",2017-01-28 02:12:00,17541,55336
Donald J. Trump,"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS @nytimes is still lost!",2017-02-04 13:39:27,17512,103279
Donald J. Trump,"Chicago murder rate is record setting - 4,331 shooting victims with 762 murders in 2016. If Mayor can't do it he must ask for Federal help!",2017-01-02 17:31:17,17497,63652
President Trump,YOUR WEEKLY ADDRESS:,2017-01-28 20:08:10,17485,57330
Donald J. Trump,First the Ninth Circuit rules against the ban &amp; now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!,2017-04-26 10:20:00,17480,68458
Bernie Sanders,"We owe an enormous debt of gratitude to the Native American people, but all too often they have not been listened to. That must change.",2016-11-24 16:32:24,17469,42146
Donald J. Trump,Totally dishonest Donna Brazile chokes on the truth. Highly illegal! Watch:,2016-10-20 04:27:27,17417,34481
Donald J. Trump,"Thank you to our U.S. Navy for protecting our country, both in times of peace &amp; war. Together, WE WILL MAKE AMERICA SAFE &amp; GREAT AGAIN!",2016-10-14 01:18:07,17410,47696
Donald J. Trump,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",2017-01-27 13:12:52,17409,89080
Donald J. Trump,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,2017-03-20 10:35:28,17395,71779
Donald J. Trump,They will soon be calling me MR. BREXIT!,2016-08-18 12:11:48,17377,38118
Donald J. Trump,It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....,2017-01-13 11:05:55,17361,72892
Donald J. Trump,"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!",2017-02-16 11:58:43,17341,90267
Chris Murphy,Your nightly reminder that at the center of this strengthening hurricane are the tax returns.,2017-02-15 03:52:19,17328,41375
Donald J. Trump,"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",2017-01-08 02:07:09,17326,85641
Donald J. Trump,Very interesting election currently taking place in France.,2017-04-23 14:05:07,17324,63631
Donald J. Trump,No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,2016-07-29 03:59:04,17324,48488
Donald J. Trump,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",2017-02-17 10:13:32,17318,103471
Bernie Sanders,"Yes, Mr. Trump, the Australian health care system is a lot better than ours and infinitely better than the disastrous bill you supported.",2017-05-05 13:26:15,17316,32956
Donald J. Trump,"Hence, legal documents are being crafted which take me completely out of business operations. The Presidency is a far more important task!",2016-11-30 11:59:38,17311,76629
Chris Murphy,"In 20 years in public service, I have never seen the level of bald faced, intentional lying that is happening right now.",2017-05-04 17:30:24,17308,24982
Donald J. Trump,"I am going to repeal and replace ObamaCare. We will have MUCH less expensive and MUCH better healthcare. With Hillary, costs will triple!",2016-11-02 11:00:30,17301,50472
Bernie Sanders,I found it somewhat amusing that Trump attacked the establishment but right behind him in the VIP section was billionaire after billionaire.,2017-01-22 19:56:04,17300,44397
Bernie Sanders,The Democratic Party has to be focused on grassroots America and not wealthy people attending cocktail parties.,2016-11-10 21:13:46,17294,46820
Donald J. Trump,Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!,2016-12-03 03:06:41,17286,63626
Donald J. Trump,Such a great honor. Final debate polls are in - and the MOVEMENT wins! #AmericaFirst #MAGA #ImWithYou,2016-09-27 15:47:29,17254,34047
Bernie Sanders,"On virtually every major issue, Trump represents a minority of Americans. Our job now is to bring the majority together and fight back.",2017-01-30 19:37:01,17250,56505
Donald J. Trump,"I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!",2016-12-27 02:53:20,17241,70766
Donald J. Trump,"Thoughts &amp; prayers with the millions of people in the path of Hurricane Matthew. Look out for neighbors, and listen to your local officials.",2016-10-07 03:03:48,17231,52332
Elizabeth Warren,Tonight we fight for American values at airports all across this country. I'm at Logan Airport now to say: #nomuslimban #NoBanNoWall,2017-01-29 01:33:16,17230,58270
Cory Booker,We already have extreme vetting for refugees. What is dangerous is the White House is not allowing a thorough vetting for cabinet nominees.,2017-02-03 19:32:54,17227,35563
Donald J. Trump,"It is not ""freedom of the press"" when newspapers and others are allowed to say and write whatever they want even if it is completely false!",2016-08-14 17:06:20,17226,48437
Donald J. Trump,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",2017-01-12 12:23:45,17220,72055
Donald J. Trump,"Just arrived in Scotland. Place is going wild over the vote. They took their country back, just like we will take America back. No games!",2016-06-24 09:21:55,17203,47000
Donald J. Trump,I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice,2016-11-22 11:16:45,17174,67734
Adam Schiff,Firing of Comey tainted by extraordinary conflict of interest. Independent prosecutor must be appointed to restore any public confidence.,2017-05-09 23:27:20,17166,29007
Donald J. Trump,"Jackie Evancho's album sales have skyrocketed after announcing her Inauguration performance.Some people just don't understand the ""Movement""",2017-01-04 18:52:09,17164,79879
Donald J. Trump,"Praying for everyone in Florida. Hoping the hurricane dissipates, but in any event, please be careful.",2016-10-06 04:24:43,17156,52581
Donald J. Trump,"We are one nation. When one hurts, we all hurt. We must all work together-to lift each other up. #StandWithLouisiana",2016-08-20 01:00:12,17138,43696
Donald J. Trump,Today we are going to win the great state of MICHIGAN and we are going to WIN back the White House! Thank you MI!,2016-11-08 06:42:36,17132,53833
Donald J. Trump,I believe in #AmericaFirst and that means FAMILY FIRST! My childcare plan reflects the needs of modern working-class families. #ImWithYou,2016-10-01 00:52:15,17125,39789
Donald J. Trump,"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again! #AmericaFirst",2016-12-02 02:45:18,17111,71430
Donald J. Trump,Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.,2017-04-22 16:15:01,17085,75408
Donald J. Trump,UNBELIEVABLE! Clinton campaign contractor caught in voter-fraud video is a felon who visited White House 342 times:,2016-10-19 22:57:24,17067,24219
Donald J. Trump,"'ICE OFFICERS WARN HILLARY IMMIGRATION PLAN WILL UNLEASH GANGS, CARTELS &amp; DRUG VIOLENCE NATIONWIDE'",2016-11-04 18:56:15,17063,26015
Donald J. Trump,The FAKE MSM is working so hard trying to get me not to use Social Media. They hate that I can get the honest and unfiltered message out.,2017-06-06 11:58:00,17034,63646
Donald J. Trump,"either elect more Republican Senators in 2018 or change the rules now to 51%. Our country needs a good ""shutdown"" in September to fix mess!",2017-05-02 13:07:10,17029,67190
Donald J. Trump,Having a great time hosting Prime Minister Shinzo Abe in the United States!,2017-02-11 18:28:31,16980,92666
Donald J. Trump,Statement Regarding Recent Executive Order Concerning Extreme Vetting:,2017-01-29 23:28:50,16976,69561
Donald J. Trump,"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",2017-02-11 13:33:53,16971,120684
Donald J. Trump,"Trump is going to be our President. We owe him an open mind and the chance to lead."" So much time and money will be spent - same result! Sad",2016-11-27 13:29:30,16968,73623
Donald J. Trump,"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",2017-01-22 12:35:09,16968,128199
Donald J. Trump,"Remember, don't believe ""sources said"" by the VERY dishonest media. If they don't name the sources, the sources don't exist.",2016-09-30 12:50:48,16920,38943
Donald J. Trump,Great meetings will take place today at Trump Tower concerning the formation of the people who will run our government for the next 8 years.,2016-11-22 11:46:57,16905,79967
Bernie Sanders,"Lincoln said ""Of the people, by the people, and for the people,"" not ""Of the billionaires, by the billionaires, and for the billionaires.""",2017-02-20 16:39:57,16905,49411
Donald J. Trump,Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day. #ThankAVeteran,2017-03-30 02:12:09,16872,74285
Donald J. Trump,ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates,2016-10-10 01:29:45,16836,36871
Donald J. Trump,"While Hillary profits off the rigged system, I am fighting for you! Remember the simple phrase: #FollowTheMoney",2016-09-29 22:17:55,16835,30797
Donald J. Trump,'Trump rally disrupter was once on Clinton's payroll',2016-10-18 21:42:34,16831,26458
Donald J. Trump,"Happy Passover to everyone celebrating in the United States of America, Israel, and around the world. #ChagSameach",2017-04-10 23:56:35,16824,89740
Donald J. Trump,Obamacare is a disaster - as I've been saying from the beginning. Time to repeal &amp; replace! #ObamacareFail,2016-10-25 16:20:43,16821,30922
John Lewis,"Those who are sick will suffer, and some of them will die. This is a shame and a disgrace. May God have mercy on us all.",2017-05-04 18:58:15,16800,33608
Donald J. Trump,Thank you! #MakeAmericaGreatAgain,2016-07-25 12:26:56,16800,48828
Donald J. Trump,Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!,2017-02-02 11:25:40,16785,124280
Donald J. Trump,"'Clinton Charity Got Up To $56 Million From Nations That Are Anti-Women, Gays' #CrookedHillary",2016-10-24 00:07:47,16783,24646
Bernie Sanders,"This is not a time for despair, but rather a time for action. We are standing up and fighting back. #WomensMarch",2017-01-21 21:30:54,16783,57806
Donald J. Trump,British Prime Minister May was very angry that the info the U.K. gave to U.S. about Manchester was leaked. Gave me full details!,2017-05-28 14:43:53,16778,70316
Donald J. Trump,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN!",2017-03-16 00:03:23,16758,86829
Donald J. Trump,"Thank you! CNBC #DebateNight poll with over 400,000 votes. Trump 61% Clinton 39% #AmericaFirst #ImWithYou",2016-09-27 05:44:02,16754,36396
Donald J. Trump,"Thank you for your support. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #POTUSAbroad #USA🇺🇸",2017-05-25 20:06:09,16721,73308
Bernie Sanders,"To blame an entire religion for the acts of a single individual is bigotry, pure and simple. It is not what this country is about.",2016-06-14 13:19:17,16719,26405
Donald J. Trump,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",2017-01-13 10:49:34,16714,81321
Donald J. Trump,"Ask Sally Yates, under oath, if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel.",2017-05-08 14:43:35,16704,60658
Marco Rubio,Is this a real statement or a parody? Because if this is a real statement from the PM of Canada it is shameful &amp; embarrassing.,2016-11-26 19:11:51,16691,25304
Donald J. Trump,"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",2017-01-14 13:07:12,16664,77322
Donald J. Trump,#CrookedHillary Job Application,2016-07-30 01:01:43,16660,34725
Donald J. Trump,"Thank you Geneva, Ohio. If I am elected President, I am going to keep RADICAL ISLAMIC TERRORISTS OUT of our country! #MakeAmericaSafeAgain",2016-10-28 01:47:08,16649,42198
John Kasich,"There's only one way to talk about Gold Star parents: with honor and respect. Capt. Khan is a hero. Together, we should pray for his family.",2016-07-31 02:19:17,16644,41610
Donald J. Trump,...time for Republicans &amp; Democrats to get together and come up with a healthcare plan that really works - much less expensive &amp; FAR BETTER!,2017-01-05 12:06:42,16641,78642
Donald J. Trump,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,2017-03-11 14:39:07,16637,104188
Donald J. Trump,"Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!",2016-07-29 14:14:25,16631,52859
Maxine Waters,"Since Sessions &amp; Trump want to get tough on crime, they should look in the mirror &amp; start w/ perjury &amp; obstruction of justice #TrumpRussia",2017-05-14 14:52:32,16629,37969
Elizabeth Warren,"This. Is. Not. Normal. @realDonaldTrump owes Americans a full account of his Admin’s dealings with Russia, both before &amp; after the election.",2017-02-14 15:38:30,16627,45428
Donald J. Trump,TO ALL AMERICANS🇺🇸,2017-01-20 18:13:48,16616,92472
Donald J. Trump,"Hillary says this election is about judgment. She's right. Her judgement has killed thousands, unleashed ISIS and wrecked the economy.",2016-06-21 16:36:40,16604,38573
Donald J. Trump,"The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times.",2016-10-21 17:34:35,16602,55843
Donald J. Trump,"Many NATO countries have agreed to step up payments considerably, as they should. Money is beginning to pour in- NATO will be much stronger.",2017-05-27 10:03:12,16599,76380
Chuck Schumer,Firing of Sally Yates underscores how impt it is to have an Attorney General who'll stand up to the WhiteHouse when they violate the law.,2017-01-31 03:13:24,16599,36932
Donald J. Trump,"Watching my beautiful wife, Melania, speak about our love of country and family. We will make you all very proud.",2016-11-03 19:25:37,16599,54876
Donald J. Trump,"The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!",2017-03-20 11:02:57,16599,65169
Donald J. Trump,It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today!,2017-03-23 22:19:43,16584,78313
Donald J. Trump,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando.,2017-03-03 20:48:21,16582,83527
Donald J. Trump,"Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed.",2016-09-26 01:13:40,16565,59962
Donald J. Trump,"Hillary's vision is a borderless world where working people have no power, no jobs, no safety.",2016-07-29 03:54:22,16561,42669
Adam Schiff,Art of the Squeal: I blame Democrats for a bill Republicans couldn't pass. I blame Obama. I blame Australian Prime Minister &amp; Meryl Streep..,2017-03-24 20:25:03,16550,34161
Donald J. Trump,Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!,2017-01-07 03:53:38,16534,68138
Donald J. Trump,General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that.,2017-05-08 11:57:42,16521,60157
Elizabeth Warren,I can’t find a clause in the Constitution that says “…except when there’s a year left in the term of a Democratic President.”,2016-02-14 14:44:47,16518,22205
Donald J. Trump,"Just learned that Jon @Ossoff, who is running for Congress in Georgia, doesn't even live in the district. Republicans, get out and vote!",2017-04-18 20:38:25,16515,63405
Donald J. Trump,Getting ready to deliver a VERY IMPORTANT DECISION! 8:00 P.M.,2017-02-01 00:31:08,16510,103654
Donald J. Trump,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,2017-02-07 02:33:55,16507,92413
Donald J. Trump,REPEAL AND REPLACE!!! #ObamaCareInThreeWords,2016-10-25 22:01:50,16496,38054
Donald J. Trump,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends",2017-03-07 13:41:58,16489,82631
Bernie Sanders,Trump's executive order banning entry into the United States is an ugly stain on everything this country is supposed to stand for.,2017-01-29 18:32:35,16486,45128
Donald J. Trump,"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair.",2016-07-28 02:42:13,16480,48785
Donald J. Trump,"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.",2016-07-28 20:31:59,16465,38051
Donald J. Trump,".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes."" Dishonest!",2016-12-24 20:59:30,16454,61994
Donald J. Trump,"It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN!",2016-09-21 11:17:43,16436,41040
Donald J. Trump,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",2017-02-15 12:28:37,16418,78087
Donald J. Trump,"The Russia-Trump collusion story is a total hoax, when will this taxpayer funded charade end?",2017-05-08 22:46:00,16416,64975
Donald J. Trump,I will be making my announcement on the next Secretary of State tomorrow morning.,2016-12-13 00:33:05,16415,62486
Donald J. Trump,Anybody (especially Fake News media) who thinks that Repeal &amp; Replace of ObamaCare is dead does not know the love and strength in R Party!,2017-04-02 12:56:49,16412,80482
Donald J. Trump,Dem Gov. of MN. just announced that the Affordable Care Act (Obamacare) is no longer affordable. I've been saying this for years- disaster!,2016-10-13 22:51:17,16412,43064
Donald J. Trump,EXCLUSIVE — Video Interview: Bill Clinton Accuser Juanita Broaddrick Relives Brutal Rapes:,2016-10-09 13:17:02,16409,24872
Donald J. Trump,"The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people....",2017-01-05 13:25:30,16397,62258
Donald J. Trump,"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA!",2017-01-24 17:04:01,16389,100033
Donald J. Trump,"We are one nation. When one state hurts, we all hurt. We must all work together - to lift each other up.",2016-08-19 10:40:15,16384,44569
Donald J. Trump,Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C. #Heroes,2017-01-19 04:01:40,16378,82487
Donald J. Trump,"Unbelievable evening in Melbourne, Florida w/ 15,000 supporters- and an additional 12,000 who could not get in. Thank you! #TrumpTrain #MAGA",2016-09-28 01:03:03,16374,44651
Donald J. Trump,"Thank you Orlando, Florida! We are just six days away from delivering justice for every forgotten man, woman and child in this country!",2016-11-02 21:30:24,16349,45014
Donald J. Trump,"both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",2017-01-07 15:21:42,16348,70350
Donald J. Trump,#MakeAmericaGreatAgain🇺🇸,2017-06-02 18:30:41,16342,77238
Donald J. Trump,"If the disgusting and corrupt media covered me honestly and didn't put false meaning into the words I say, I would be beating Hillary by 20%",2016-08-14 12:37:37,16339,48522
Bernie Sanders,"Trump's nominee to lead EPA, Scott Pruitt, is a climate denier who's worked closely with the fossil fuel industry. That's sad and dangerous.",2016-12-07 20:03:13,16334,28258
Donald J. Trump,Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect our country!,2017-02-14 03:30:45,16317,91266
Donald J. Trump,The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.,2017-04-23 15:42:07,16316,64856
Donald J. Trump,Crooked Hillary launched her political career by letting terrorists off the hook. #DrainTheSwamp,2016-10-27 22:37:22,16297,27099
Donald J. Trump,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,2017-02-22 12:50:56,16297,117224
Donald J. Trump,"Wow, now leading in @ABC /@washingtonpost Poll 46 to 45. Gone up 12 points in two weeks, mostly before the Crooked Hillary blow-up!",2016-11-01 11:55:47,16295,39144
Donald J. Trump,"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he...",2017-01-17 14:46:27,16295,67226
Donald J. Trump,Bernie should pull his endorsement of Crooked Hillary after she decieved him and then attacked him and his supporters.,2016-10-02 21:48:21,16291,43640
Donald J. Trump,Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA,2016-08-01 21:42:57,16287,35774
Donald J. Trump,"Buy American &amp; hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil.",2017-03-07 03:49:54,16270,87669
